Train on 22522 samples, validate on 5716 samples
DDI-DrugBank.d610.s4|DDI-DrugBank.d610.s4.e1|DDI-DrugBank.d610.s4.e2|0|null
DDI-DrugBank.d682.s0|DDI-DrugBank.d682.s0.e0|DDI-DrugBank.d682.s0.e1|0|null
DDI-DrugBank.d682.s0|DDI-DrugBank.d682.s0.e0|DDI-DrugBank.d682.s0.e2|0|null
DDI-DrugBank.d682.s0|DDI-DrugBank.d682.s0.e0|DDI-DrugBank.d682.s0.e3|0|null
DDI-DrugBank.d682.s0|DDI-DrugBank.d682.s0.e1|DDI-DrugBank.d682.s0.e2|0|null
DDI-DrugBank.d682.s0|DDI-DrugBank.d682.s0.e1|DDI-DrugBank.d682.s0.e3|0|null
DDI-DrugBank.d682.s0|DDI-DrugBank.d682.s0.e2|DDI-DrugBank.d682.s0.e3|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e0|DDI-DrugBank.d682.s1.e1|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e0|DDI-DrugBank.d682.s1.e2|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e0|DDI-DrugBank.d682.s1.e3|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e0|DDI-DrugBank.d682.s1.e4|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e0|DDI-DrugBank.d682.s1.e5|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e0|DDI-DrugBank.d682.s1.e6|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e0|DDI-DrugBank.d682.s1.e7|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e1|DDI-DrugBank.d682.s1.e2|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e1|DDI-DrugBank.d682.s1.e3|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e1|DDI-DrugBank.d682.s1.e4|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e1|DDI-DrugBank.d682.s1.e5|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e1|DDI-DrugBank.d682.s1.e6|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e1|DDI-DrugBank.d682.s1.e7|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e2|DDI-DrugBank.d682.s1.e3|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e2|DDI-DrugBank.d682.s1.e4|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e2|DDI-DrugBank.d682.s1.e5|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e2|DDI-DrugBank.d682.s1.e6|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e2|DDI-DrugBank.d682.s1.e7|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e3|DDI-DrugBank.d682.s1.e4|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e3|DDI-DrugBank.d682.s1.e5|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e3|DDI-DrugBank.d682.s1.e6|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e3|DDI-DrugBank.d682.s1.e7|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e4|DDI-DrugBank.d682.s1.e5|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e4|DDI-DrugBank.d682.s1.e6|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e4|DDI-DrugBank.d682.s1.e7|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e5|DDI-DrugBank.d682.s1.e6|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e5|DDI-DrugBank.d682.s1.e7|0|null
DDI-DrugBank.d682.s1|DDI-DrugBank.d682.s1.e6|DDI-DrugBank.d682.s1.e7|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e0|DDI-DrugBank.d677.s0.e1|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e0|DDI-DrugBank.d677.s0.e2|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e0|DDI-DrugBank.d677.s0.e3|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e0|DDI-DrugBank.d677.s0.e4|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e0|DDI-DrugBank.d677.s0.e5|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e1|DDI-DrugBank.d677.s0.e2|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e1|DDI-DrugBank.d677.s0.e3|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e1|DDI-DrugBank.d677.s0.e4|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e1|DDI-DrugBank.d677.s0.e5|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e2|DDI-DrugBank.d677.s0.e3|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e2|DDI-DrugBank.d677.s0.e4|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e2|DDI-DrugBank.d677.s0.e5|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e3|DDI-DrugBank.d677.s0.e4|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e3|DDI-DrugBank.d677.s0.e5|0|null
DDI-DrugBank.d677.s0|DDI-DrugBank.d677.s0.e4|DDI-DrugBank.d677.s0.e5|0|null
DDI-DrugBank.d677.s1|DDI-DrugBank.d677.s1.e0|DDI-DrugBank.d677.s1.e1|0|null
DDI-MedLine.d161.s3|DDI-MedLine.d161.s3.e0|DDI-MedLine.d161.s3.e1|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e0|DDI-MedLine.d161.s4.e1|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e0|DDI-MedLine.d161.s4.e2|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e0|DDI-MedLine.d161.s4.e3|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e0|DDI-MedLine.d161.s4.e4|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e1|DDI-MedLine.d161.s4.e2|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e1|DDI-MedLine.d161.s4.e3|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e1|DDI-MedLine.d161.s4.e4|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e2|DDI-MedLine.d161.s4.e3|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e2|DDI-MedLine.d161.s4.e4|0|null
DDI-MedLine.d161.s4|DDI-MedLine.d161.s4.e3|DDI-MedLine.d161.s4.e4|0|null
DDI-MedLine.d161.s5|DDI-MedLine.d161.s5.e0|DDI-MedLine.d161.s5.e1|0|null
DDI-MedLine.d161.s5|DDI-MedLine.d161.s5.e0|DDI-MedLine.d161.s5.e2|0|null
DDI-MedLine.d161.s5|DDI-MedLine.d161.s5.e0|DDI-MedLine.d161.s5.e3|0|null
DDI-MedLine.d161.s5|DDI-MedLine.d161.s5.e1|DDI-MedLine.d161.s5.e2|0|null
DDI-MedLine.d161.s5|DDI-MedLine.d161.s5.e1|DDI-MedLine.d161.s5.e3|0|null
DDI-MedLine.d161.s5|DDI-MedLine.d161.s5.e2|DDI-MedLine.d161.s5.e3|0|null
DDI-MedLine.d161.s6|DDI-MedLine.d161.s6.e0|DDI-MedLine.d161.s6.e1|0|null
DDI-MedLine.d161.s6|DDI-MedLine.d161.s6.e0|DDI-MedLine.d161.s6.e2|0|null
DDI-MedLine.d161.s6|DDI-MedLine.d161.s6.e1|DDI-MedLine.d161.s6.e2|0|null
DDI-MedLine.d161.s7|DDI-MedLine.d161.s7.e0|DDI-MedLine.d161.s7.e1|0|null
DDI-MedLine.d161.s8|DDI-MedLine.d161.s8.e0|DDI-MedLine.d161.s8.e1|0|null
DDI-MedLine.d161.s8|DDI-MedLine.d161.s8.e0|DDI-MedLine.d161.s8.e2|0|null
DDI-MedLine.d161.s8|DDI-MedLine.d161.s8.e1|DDI-MedLine.d161.s8.e2|0|null
DDI-MedLine.d161.s9|DDI-MedLine.d161.s9.e0|DDI-MedLine.d161.s9.e1|0|null
DDI-DrugBank.d688.s0|DDI-DrugBank.d688.s0.e0|DDI-DrugBank.d688.s0.e1|0|null
DDI-DrugBank.d688.s0|DDI-DrugBank.d688.s0.e0|DDI-DrugBank.d688.s0.e2|0|null
DDI-DrugBank.d688.s0|DDI-DrugBank.d688.s0.e1|DDI-DrugBank.d688.s0.e2|0|null
DDI-DrugBank.d688.s1|DDI-DrugBank.d688.s1.e0|DDI-DrugBank.d688.s1.e1|0|null
DDI-DrugBank.d688.s1|DDI-DrugBank.d688.s1.e0|DDI-DrugBank.d688.s1.e2|0|null
DDI-DrugBank.d688.s1|DDI-DrugBank.d688.s1.e1|DDI-DrugBank.d688.s1.e2|0|null
DDI-DrugBank.d688.s2|DDI-DrugBank.d688.s2.e0|DDI-DrugBank.d688.s2.e1|0|null
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e0|DDI-DrugBank.d688.s3.e1|0|null
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e0|DDI-DrugBank.d688.s3.e2|0|null
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e0|DDI-DrugBank.d688.s3.e3|0|null
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e1|DDI-DrugBank.d688.s3.e2|0|null
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e1|DDI-DrugBank.d688.s3.e3|0|null
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e2|DDI-DrugBank.d688.s3.e3|0|null
DDI-DrugBank.d647.s1|DDI-DrugBank.d647.s1.e0|DDI-DrugBank.d647.s1.e1|0|null
DDI-DrugBank.d647.s2|DDI-DrugBank.d647.s2.e0|DDI-DrugBank.d647.s2.e1|0|null
DDI-DrugBank.d647.s3|DDI-DrugBank.d647.s3.e0|DDI-DrugBank.d647.s3.e1|0|null
DDI-DrugBank.d647.s3|DDI-DrugBank.d647.s3.e0|DDI-DrugBank.d647.s3.e2|0|null
DDI-DrugBank.d647.s3|DDI-DrugBank.d647.s3.e1|DDI-DrugBank.d647.s3.e2|0|null
DDI-DrugBank.d746.s0|DDI-DrugBank.d746.s0.e0|DDI-DrugBank.d746.s0.e1|0|null
DDI-DrugBank.d746.s0|DDI-DrugBank.d746.s0.e0|DDI-DrugBank.d746.s0.e2|0|null
DDI-DrugBank.d746.s0|DDI-DrugBank.d746.s0.e1|DDI-DrugBank.d746.s0.e2|0|null
DDI-DrugBank.d746.s1|DDI-DrugBank.d746.s1.e0|DDI-DrugBank.d746.s1.e1|0|null
DDI-DrugBank.d746.s1|DDI-DrugBank.d746.s1.e0|DDI-DrugBank.d746.s1.e2|0|null
DDI-DrugBank.d746.s1|DDI-DrugBank.d746.s1.e1|DDI-DrugBank.d746.s1.e2|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e0|DDI-DrugBank.d699.s0.e1|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e0|DDI-DrugBank.d699.s0.e2|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e0|DDI-DrugBank.d699.s0.e3|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e0|DDI-DrugBank.d699.s0.e4|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e0|DDI-DrugBank.d699.s0.e5|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e1|DDI-DrugBank.d699.s0.e2|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e1|DDI-DrugBank.d699.s0.e3|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e1|DDI-DrugBank.d699.s0.e4|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e1|DDI-DrugBank.d699.s0.e5|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e2|DDI-DrugBank.d699.s0.e3|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e2|DDI-DrugBank.d699.s0.e4|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e2|DDI-DrugBank.d699.s0.e5|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e3|DDI-DrugBank.d699.s0.e4|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e3|DDI-DrugBank.d699.s0.e5|0|null
DDI-DrugBank.d699.s0|DDI-DrugBank.d699.s0.e4|DDI-DrugBank.d699.s0.e5|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e0|DDI-DrugBank.d601.s0.e1|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e0|DDI-DrugBank.d601.s0.e2|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e0|DDI-DrugBank.d601.s0.e3|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e0|DDI-DrugBank.d601.s0.e4|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e0|DDI-DrugBank.d601.s0.e5|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e0|DDI-DrugBank.d601.s0.e6|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e0|DDI-DrugBank.d601.s0.e7|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e1|DDI-DrugBank.d601.s0.e2|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e1|DDI-DrugBank.d601.s0.e3|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e1|DDI-DrugBank.d601.s0.e4|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e1|DDI-DrugBank.d601.s0.e5|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e1|DDI-DrugBank.d601.s0.e6|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e1|DDI-DrugBank.d601.s0.e7|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e2|DDI-DrugBank.d601.s0.e3|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e2|DDI-DrugBank.d601.s0.e4|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e2|DDI-DrugBank.d601.s0.e5|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e2|DDI-DrugBank.d601.s0.e6|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e2|DDI-DrugBank.d601.s0.e7|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e3|DDI-DrugBank.d601.s0.e4|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e3|DDI-DrugBank.d601.s0.e5|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e3|DDI-DrugBank.d601.s0.e6|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e3|DDI-DrugBank.d601.s0.e7|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e4|DDI-DrugBank.d601.s0.e5|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e4|DDI-DrugBank.d601.s0.e6|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e4|DDI-DrugBank.d601.s0.e7|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e5|DDI-DrugBank.d601.s0.e6|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e5|DDI-DrugBank.d601.s0.e7|0|null
DDI-DrugBank.d601.s0|DDI-DrugBank.d601.s0.e6|DDI-DrugBank.d601.s0.e7|0|null
DDI-DrugBank.d649.s0|DDI-DrugBank.d649.s0.e0|DDI-DrugBank.d649.s0.e1|0|null
DDI-DrugBank.d649.s0|DDI-DrugBank.d649.s0.e0|DDI-DrugBank.d649.s0.e2|0|null
DDI-DrugBank.d649.s0|DDI-DrugBank.d649.s0.e0|DDI-DrugBank.d649.s0.e3|0|null
DDI-DrugBank.d649.s0|DDI-DrugBank.d649.s0.e1|DDI-DrugBank.d649.s0.e2|0|null
DDI-DrugBank.d649.s0|DDI-DrugBank.d649.s0.e1|DDI-DrugBank.d649.s0.e3|0|null
DDI-DrugBank.d649.s0|DDI-DrugBank.d649.s0.e2|DDI-DrugBank.d649.s0.e3|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e0|DDI-DrugBank.d649.s1.e1|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e0|DDI-DrugBank.d649.s1.e2|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e0|DDI-DrugBank.d649.s1.e3|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e0|DDI-DrugBank.d649.s1.e4|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e0|DDI-DrugBank.d649.s1.e5|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e0|DDI-DrugBank.d649.s1.e6|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e0|DDI-DrugBank.d649.s1.e7|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e1|DDI-DrugBank.d649.s1.e2|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e1|DDI-DrugBank.d649.s1.e3|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e1|DDI-DrugBank.d649.s1.e4|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e1|DDI-DrugBank.d649.s1.e5|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e1|DDI-DrugBank.d649.s1.e6|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e1|DDI-DrugBank.d649.s1.e7|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e2|DDI-DrugBank.d649.s1.e3|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e2|DDI-DrugBank.d649.s1.e4|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e2|DDI-DrugBank.d649.s1.e5|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e2|DDI-DrugBank.d649.s1.e6|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e2|DDI-DrugBank.d649.s1.e7|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e3|DDI-DrugBank.d649.s1.e4|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e3|DDI-DrugBank.d649.s1.e5|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e3|DDI-DrugBank.d649.s1.e6|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e3|DDI-DrugBank.d649.s1.e7|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e4|DDI-DrugBank.d649.s1.e5|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e4|DDI-DrugBank.d649.s1.e6|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e4|DDI-DrugBank.d649.s1.e7|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e5|DDI-DrugBank.d649.s1.e6|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e5|DDI-DrugBank.d649.s1.e7|0|null
DDI-DrugBank.d649.s1|DDI-DrugBank.d649.s1.e6|DDI-DrugBank.d649.s1.e7|0|null
DDI-DrugBank.d773.s1|DDI-DrugBank.d773.s1.e0|DDI-DrugBank.d773.s1.e1|0|null
DDI-DrugBank.d773.s1|DDI-DrugBank.d773.s1.e0|DDI-DrugBank.d773.s1.e2|0|null
DDI-DrugBank.d773.s1|DDI-DrugBank.d773.s1.e1|DDI-DrugBank.d773.s1.e2|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e0|DDI-DrugBank.d773.s2.e1|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e0|DDI-DrugBank.d773.s2.e2|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e0|DDI-DrugBank.d773.s2.e3|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e0|DDI-DrugBank.d773.s2.e4|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e0|DDI-DrugBank.d773.s2.e5|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e1|DDI-DrugBank.d773.s2.e2|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e1|DDI-DrugBank.d773.s2.e3|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e1|DDI-DrugBank.d773.s2.e4|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e1|DDI-DrugBank.d773.s2.e5|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e2|DDI-DrugBank.d773.s2.e3|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e2|DDI-DrugBank.d773.s2.e4|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e2|DDI-DrugBank.d773.s2.e5|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e3|DDI-DrugBank.d773.s2.e4|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e3|DDI-DrugBank.d773.s2.e5|0|null
DDI-DrugBank.d773.s2|DDI-DrugBank.d773.s2.e4|DDI-DrugBank.d773.s2.e5|0|null
DDI-DrugBank.d710.s0|DDI-DrugBank.d710.s0.e0|DDI-DrugBank.d710.s0.e1|0|null
DDI-DrugBank.d710.s0|DDI-DrugBank.d710.s0.e0|DDI-DrugBank.d710.s0.e2|0|null
DDI-DrugBank.d710.s0|DDI-DrugBank.d710.s0.e1|DDI-DrugBank.d710.s0.e2|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e0|DDI-DrugBank.d710.s1.e1|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e0|DDI-DrugBank.d710.s1.e2|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e0|DDI-DrugBank.d710.s1.e3|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e0|DDI-DrugBank.d710.s1.e4|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e1|DDI-DrugBank.d710.s1.e2|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e1|DDI-DrugBank.d710.s1.e3|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e1|DDI-DrugBank.d710.s1.e4|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e2|DDI-DrugBank.d710.s1.e3|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e2|DDI-DrugBank.d710.s1.e4|0|null
DDI-DrugBank.d710.s1|DDI-DrugBank.d710.s1.e3|DDI-DrugBank.d710.s1.e4|0|null
DDI-DrugBank.d710.s2|DDI-DrugBank.d710.s2.e0|DDI-DrugBank.d710.s2.e1|0|null
DDI-DrugBank.d710.s5|DDI-DrugBank.d710.s5.e0|DDI-DrugBank.d710.s5.e1|0|null
DDI-DrugBank.d710.s6|DDI-DrugBank.d710.s6.e0|DDI-DrugBank.d710.s6.e1|0|null
DDI-DrugBank.d710.s9|DDI-DrugBank.d710.s9.e0|DDI-DrugBank.d710.s9.e1|0|null
DDI-DrugBank.d598.s0|DDI-DrugBank.d598.s0.e0|DDI-DrugBank.d598.s0.e1|0|null
DDI-DrugBank.d598.s1|DDI-DrugBank.d598.s1.e0|DDI-DrugBank.d598.s1.e1|0|null
DDI-DrugBank.d598.s1|DDI-DrugBank.d598.s1.e0|DDI-DrugBank.d598.s1.e2|0|null
DDI-DrugBank.d598.s1|DDI-DrugBank.d598.s1.e1|DDI-DrugBank.d598.s1.e2|0|null
DDI-DrugBank.d627.s0|DDI-DrugBank.d627.s0.e0|DDI-DrugBank.d627.s0.e1|0|null
DDI-DrugBank.d627.s3|DDI-DrugBank.d627.s3.e0|DDI-DrugBank.d627.s3.e1|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e1|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e2|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e3|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e4|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e5|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e6|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e7|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e8|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e9|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e10|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e11|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e0|DDI-DrugBank.d627.s4.e12|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e2|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e3|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e4|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e5|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e6|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e7|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e8|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e9|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e10|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e11|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e1|DDI-DrugBank.d627.s4.e12|0|null
DDI-DrugBank.d627.s4|DDI-DrugBank.d627.s4.e2|DDI-DrugBank.d627.s4.e3|0|null
